קוד רמה 1,שם רמה 1,קוד רמה 2,שם רמה 2,קוד סעיף,שם סעיף,קוד תחום,שם תחום,קוד תכנית,שם תכנית,קוד תקנה,שם תקנה,הוצאה נטו
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650109,הסעות בחינוך הרשמי,1581840
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650110,הסעות בחינוך המוכר שאינו רשמי ובמוסדות הפטור,13602
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650111,רכישת אוטובוסים למועצות אזוריות,18529
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650113,שכר דירה לחדרי לימוד והצטיידות בגני ילדים,8926
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650114,הצטידות במחוזות,6241
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650115,שיפוצים בבתי ספר ומענקים לפיתוח,13786
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650116,חימום בתי ספר,17494
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650117,מענקים לשיפוצים - תמיכות 3א,9484
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650118,מענקים תוספתיים לפיתוח ושיפוצים במערכת החינוך,35491
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650119,הסעת תלמידי הפזורה הבדואית בדרום,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650121,חוק הנוער,17102
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650122,הצטיידות והתנסות מדעים,1860
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650130,"קורונה -תקשוב, אמצעי קצה, דיגיטציה, הכשרת מורים, מערכות מידע",0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650131,קורונה - מיגון גני ילדים ובתי ספר,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650132,קורונה - פיצול כיתות בחינוך היסודי (קול קורא),0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650133,קורונה - פיצול כיתות בחינוך היסודי - שעות ההוראה - שכר עקיף,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650134,קורונה -פיצול כיתות בחינוך היסודי - שעות ההוראה - רשמי,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2065,"שירותי עזר, הסעות",206501,"שירותי עזר, הסעות",20650198,רזרבה לתקציב התאמות,109671
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660101,שיא כח אדם,34377
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660102,שיא כוח אדם - בתי ספר ממשלתיים,28743
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660103,הוצאות פרישה,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660104,שעות כוננות,88
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660105,שעות נוספות,1155
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660106,שעות נוספות - בתי ספר ממשלתיים,577
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660107,העסקת סטודנטים,472
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660108,החזר הוצאות רכב,4956
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660109,שכר עידוד,2859
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660110,קניית שירותי כח אדם,958
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660112,פעולות לקידום ההון האנושי,2343
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660113,תפעול ואחזקת מטה,5246
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660114,השתתפות במנהל הרכב הממשלתי,746
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660115,השתתפות במנהל הדיור הממשלתי,5680
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660116,שירותי מחשוב ורכישת ציוד,3319
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660117,דמי שימוש בדיור ממשלתי,2325
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660119,הסכם בתי ספר תוכנות תשתית למערכת החינוך,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660120,שעות תקן בחינוך הרגיל,652861
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660121,שעות תקן בחינוך המיוחד,85359
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660123,אגרת שירותים נוספים,5497
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660124,תגבור שעות בחינוך ההתיישבותי,11563
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660125,"הוראה, שכר מורים ומינהל",64917
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660126,הוצאות בתי ספר ממשלתיים,15102
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660128,הוצאות פנימיה וכפר,13894
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660130,אחזקת המשק החקלאי,236
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660132,אחזקת תלמידי נעלה,68583
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660133,אחזקת תלמידים ישראליים,318371
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660134,קציני ביקור בפנימיות ומניעת נשירה,3379
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660135,אחזקת תלמידים,234403
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660136,עובדים סוציאלים בפנימיות,37025
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660137,השתתפות בפעולות פסיכוסוציאליות,1548
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660138,הצטיידות ותיקונים,415
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660139,בתי ספר מודרכים,103508
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660140,פעולות בפנימיות,13101
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660141,הפעלת הנוער לחינוך חרדי,4588
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660142,תמיכה במסגרות חינוך לילדים במצוקה,50777
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660143,"הפעלת מנהלת ""נעל""ה""",6948
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660144,הוצאות שמירה ובטחון,54629
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660145,בטיחות במוסדות,3510
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660146,הסעות תלמידי פנימיה ביהודה ושומרון,8204
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660147,העברת בתי ספר ממשלתיים,5205
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660148,בתי ספר ימיים - הקצבות,35880
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660149,שכר עובדי מינהל ועובדי עזר,19408
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660150,סל תלמיד בחטיבות ביניים,79318
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660152,תלמידי חוץ חינוך מיוחד,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660153,סל תלמיד עולה,2050
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660154,סל קליטה לתלמידים אתיופים - העברה לרשויות מקומיות,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660155,חימום בתי ספר,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660156,שכר לימוד לחטיבה עליונה,1977603
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660157,תמיכה בבתי ספר בפריפריה,61777
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660158,הון חוזר במשק החקלאי,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660160,רכש בפנימיות,1700
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660161,רכש פדגוגי,487
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660162,כוננויות רופאים,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660164,שעורי עזר לילדי עולים,40256
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660168,מענקי השתלמות למורים,11722
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660169,קידום המשק החקלאי,975
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660170,הוראת המקצועות והדמוקרטיה,655
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660171,פעולות ויוזמות פדגוגיות,15600
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660172,הקצבות המשרד הראשי,703
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660173,מענקים לשיפוצים בחינוך ההתיישבותי,1967
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660175,קורונה - מענה מיוחד לחינוך ההתיישבותי - פניימיתי,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2066,חינוך התיישבותי,206601,המינהל חינוך התיישבותי,20660198,השתתפות המשרד הראשי בבתי ספר ממשלתיים,122365
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670101,הנגשה - מלגות,22617
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670102,תכנית החומש לקידום החינוך הערבי,7305
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670103,תכניות לקידום המיעוטים,706
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670104,שירות לאומי אזרחי,95139
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670105,רכישות מנהלי מחוזות,2070
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670106,מלגות ומענקים לתלמידים,37384
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670108,תגבור שירותי החינוך בעיר לוד - החלטת ממשלה,20271
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670109,"אחזקת ילדי צד""ל",3526
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670110,פעולות לקידום מערכת החינוך - הקצבה לרשויות ובעלויות,62171
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670111,פעולות לקידום מערכת החינוך - רכישת שירותים,174286
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670112,הדרך החדשה,26502
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670113,מועדוניות משפחתיות ותוכניות התערבות למניעת נשירה,80689
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670114,מעקב אחרי ביקור סדיר של תלמידים,85317
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670115,שכר לימוד למסגרות נוער,196412
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670116,שכר לימוד למסגרות נוער - רשויות,26271
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670117,תוכניות חינוכיות,3562
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670118,הקצבות באחריות מנהלי מחוזות - פעילויות ויוזמות,15528
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670119,קריות לחינוך ומחקר סביבתי,7658
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670120,פעולות ויוזמות בקליטת עליה - הקצבות לרשויות מקומיות,1145
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670121,סל תלמיד עולה מאתיופיה - העברה לרשויות מקומיות,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670122,השתתפות משרד החינוך במשרדי ממשלה,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670123,סל תלמיד עולה - העברה לרשויות מקומיות ובעלויות חינוך,10995
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670124,שעורי עזר לעולים - על יסודי,58501
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670125,פרוייקטים והסכמים בחינוך,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670126,סיוע וטיפוח,86787
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670128,פעולות חינוך בלתי פורמאלי - הקצבה לרשויות ובעלויות,4944
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670129,פעולות פדגוגיות - הקצבה ולרשויות ובעלויות,4468
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670130,מייזמים למחוננים ומצטיינים,4487
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670131,תכנית אקדמיה למצטיינים,9404
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670132,מענק ירושלים לחינוך,5074
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670133,תמיכות בפעילויות שונות בהתאם למדיניות המשרד,6145
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670134,רכישת שירותים עבור פעילויות  נדרשות,8117
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670135,"החברה למתנ""סים",108553
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670136,השתלמויות עובדי הוראה,91386
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670137,כפרי סטודנטים,3018
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670138,פעולות ויוזמות - ילדים ונוער בסיכון,26350
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670139,הוצאות מטה ניהול עצמי והעצמה של בתי ספר חלשים,6614
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670140,הפעלת קבוצת מחנכים,16726
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670141,"פעילות התנדבותית למען הקהילה של תלמידי י""א-י""ב",2392
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670142,תמיכה בתנועות נוער,99589
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670143,פעולות עם נוער בסיכון,5125
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670144,פעולות ופרויקטים,12866
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670145,התכנית להשאלת ספרי לימוד,13999
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670147,תמיכה בתיכונים חרדיים עיוניים וטכנולוגיים,40460
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670148,תוכנית לימודים לחינוך מדעי וטכנולוגי,4759
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670149,מנהל תחום התנדבותי רשתי,8700
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670150,פרויקט עתידים לעידוד תלמידים מצטיינים בפריפריה,18753
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670152,נוער מחונן בחינוך העל-יסודי,6809
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670153,הפעלת שעות לזהירות בדרכים,9517
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670154,ענן מיחשוב - חוות דעת,1964
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670155,הקצבות ייעודיות לבעלויות - תשלומים מזכירות פדגוגית,28467
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670156,בתי הספר של החופש הגדול,160986
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670157,תוכנית קרב,97172
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670159,תמיכה במרכז למחקר ולהוראת הטבע והנוף על פי מורשת ישראל,841
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670160,חינוך פיננסי,2185
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670161,מלחמה בסמים,7917
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670162,מתנדבים לשנת שירות,51720
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670163,מכינות אופק לנוער בסיכון,10020
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670164,מכינות קדם צבאיות,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670165,פעולות חינוך בלתי פורמאלי - רכישת שירותים,52456
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670166,אתגרים-פעילות עם הרשויות,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670167,השתתפות במכינות קדם אקדמיות,10754
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670168,הקצאת שעות לבתי ספר לפרוייקטים,3710
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670169,הקצבות ללימוד המורשת הנוצרית בבתי ספר כנסייתיים,7976
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670171,החברה למתנסים - התחייבות יחסי עובד מעביד,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670172,תכניות בחינוך הבלתי פוראמלי,131051
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670173,קידום תכניות בחינוך הבלתי פורמאלי,0
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670174,החברה למתנסים - פעולות,746
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670175,הקצבות מדע וטכנולוגיה,91659
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670176,פעולות לתקשוב המערכת,112056
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670177,"ליווי, תגבור וטיפול בחטיבה העליונה",8283
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670179,גרעין חינוכי לאומי,7088
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670180,פעולות תומכות בבתי הספר,1008
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670182,פעולות ויוזמות,57841
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670183,"תכניות לקידום מצוינות במתמטיקה, מדעים ושפות",37837
2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2067,פעולות משלימות לקידום,206701,פעילויות ופרוייקטים,20670184,תוכנית התקשוב הלאומית,0
